DATE,PS_LEVEL,PS_INNOV,PS_VWF
2014/10/31,0.048614003,0.046964283,0.048120209
2014/11/28,-0.002222138,0.006143714,-0.007831258
2014/12/31,0.056212325,0.064721996,0.026508429
2015/01/30,0.0000825,0.032193429,-0.01201946
2015/02/27,-0.014578715,0.001904306,-0.01277631
2015/03/31,-0.041376827,-0.014525278,0.00912096
2015/04/30,-0.002403011,0.02698389,-0.012508165
2015/05/29,0.016801706,0.016479423,0.04530087
2015/06/30,0.000675371,0.014720609,0.014262069
2015/07/31,0.023122246,0.025768641,0.016226211
2015/08/31,0.024325982,0.062810717,0.000388543
2015/09/30,-0.158681398,-0.07505861,0.01327007
2015/10/30,0.0071204,0.054977594,-0.062810278
2015/11/30,-0.066643827,-0.032590246,0.039159274
2015/12/31,-0.013884402,-0.022244398,0.006441519
