Date,Momentum,BXM Level (Volatility),Mkt-RF,SMB,HML,RF,Last_Price (High Yield Credit Spread),Credit Spread Investment Grade
2008-08,-0.0047,0.018631014,-0.0125,0.0023,0.0064,6.00E-05,0.035460051,0.009475823
2008-09,-0.0267,-0.059507497,0.0488,-0.0368,0.0288,7.00E-05,0.263851991,0.197074436
2008-10,-0.0041,-0.162658597,0.0188,0.0226,0.0197,4.00E-05,0.377662279,0.2593133
2008-11,-0.0242,-0.112786608,0.0106,-0.0066,0.0191,1.00E-05,0.250483769,0.064204484
2008-12,-0.0184,0.039009721,0.017,0.0153,0.0075,0,-0.093619384,-0.071346762
2009-01,0.0182,-0.03924898,-0.0216,0.0022,-0.0122,0,-0.136023295,-0.080987042
2009-02,0.0231,-0.06547446,-0.0201,0.018,-0.0213,1.00E-05,0.064413763,-0.052498919
2009-03,-0.016,0.078515686,0.0129,-0.0056,0.0155,1.00E-05,-0.036205923,0.106056407
2009-04,-0.0258,0.037044646,-0.0004,-0.0043,-0.0064,1.00E-05,-0.252516407,-0.08821215
2009-05,-0.0062,0.043814002,0.0138,0.0055,-0.002,0,-0.158461931,-0.173729786
2009-06,0.0003,0.019583847,-0.0074,0.0025,-0.0018,0,-0.158224005,-0.171829836
2009-07,-0.0123,0.04644927,0.0005,-0.0016,0.0127,1.00E-05,-0.084624617,-0.118054664
2009-08,0.0083,0.013512742,-0.0086,-0.0047,-0.0063,1.00E-05,-0.015037877,-0.048255466
2009-09,0.0063,0.01866419,-0.004,-0.0055,-0.0063,0,-0.123481057,-0.022144887
2009-10,-0.0023,-0.005686173,-0.028,-0.0008,-0.0187,0,-0.052798186,0.024296065
2009-11,-0.0018,0.057802836,0.0028,-0.0039,0.0075,0,-0.010598131,0.064189841
2009-12,0.0005,0.025459045,-0.0099,-0.002,0.0032,0,-0.230016431,-0.152066126
2010-01,-0.0123,-0.041859604,-0.0097,-0.0004,-0.0044,0,0.030190972,0.059308214
2010-02,0.0041,0.037412129,0.0013,-0.0055,0.0039,0,0.029306127,-0.003440235
2010-03,-0.0014,0.015235094,-0.0036,-0.0049,0.0016,0,-0.177280135,-0.045389918
2010-04,-0.0111,-0.002275049,-0.0172,-0.0096,-0.0092,1.00E-05,-0.0395656,-0.049363366
2010-05,-0.0033,-0.063440853,-0.0118,0.0005,-0.0064,1.00E-05,0.296610703,0.154091364
2010-06,-0.0037,-0.042533836,-0.0098,0.0004,-0.0036,1.00E-05,0.037616864,0.004926009
2010-07,0.0017,0.064248024,0.0006,0.0004,-0.0021,1.00E-05,-0.137437199,-0.001816692
2010-08,0.0048,-0.002161141,0.0001,-0.0026,0.0076,1.00E-05,0.098152278,0.024921907
2010-09,-0.0054,0.036744733,-0.0026,0.0004,0.0029,1.00E-05,-0.124273166,0.045866997
2010-10,0.0014,0.012383418,0.0007,0.0032,-0.001,1.00E-05,-0.122520136,0.068077928
2010-11,0.0008,0.009978499,-0.0059,-0.0021,-0.0003,1.00E-05,0.08594243,-0.054534815
2010-12,-0.0015,0.033205821,-0.001,-0.0064,0.0023,1.00E-05,-0.189405412,-0.152365492
2011-01,0.0063,0.010596256,0.0071,0,-0.0027,0,-0.14510796,0.043247723
2011-02,-0.0023,0.011426339,0.0042,-0.0044,0.0027,1.00E-05,-0.068014876,-0.069070811
2011-03,0.0022,-0.007299258,-0.0011,0.0058,-0.0032,0,0.040235312,0.008198954
2011-04,0.0066,0.021204756,0.0029,0.0021,-0.0005,0,-0.025679014,0.048014504
2011-05,0.0025,0.006189621,0.0104,0.0042,-0.0005,0,0.083150368,-0.004569485
2011-06,0.004,-0.01819132,0.0099,0.0018,-0.0024,0,0.101096117,0.043054881
2011-07,0.0012,-0.007333829,-0.0056,0.0023,0.0012,0,0.044660771,0.056803851
2011-08,-0.0034,-0.073908371,0.0042,-0.0074,0.0026,0,0.368785226,0.061850284
2011-09,0.0069,-0.036661221,-0.025,-0.0017,-0.0008,0,0.187870521,0.020874658
2011-10,0.0223,0.095443151,-0.025,0.0005,-0.0079,0,-0.22018351,-0.054613376
2011-11,-0.0188,0.022833376,0.0444,0.0104,0.0107,0,0.11027453,-0.047813721
2011-12,-0.0066,0.031320669,-0.004,-0.0007,-0.0015,0,-0.048202102,0.034331291
2012-01,0.0024,0.013725263,-0.0005,-0.0006,0.0003,0,-0.124751705,0.035941717
2012-02,0.0068,0.019468522,-0.0055,-0.0103,0.0022,0,-0.130538872,-0.083814322
2012-03,-0.0016,0.01553751,0.0028,-0.007,-0.0006,0,0,-0.008388254
2012-04,-0.0024,0.005129665,-0.0049,-0.006,0.0009,0,0.027506646,0.075547229
2012-05,0.002,-0.043073369,-0.0023,0.0015,0.0056,0,0.202782629,0.048501055
2012-06,-0.0116,0.035897804,0.0255,0.0039,-0.0071,0,-0.101500184,-0.067251221
2012-07,-0.0006,0.011597155,-0.0047,0,0.0027,0,-0.052123208,-0.018688243
2012-08,-0.0044,0.009428195,0.0052,-0.0007,0.0001,0,-0.043362118,0.000588013
2012-09,-0.0008,0.008292227,-0.0046,-0.0031,-0.0023,0,-0.061588477,-0.040750267
2012-10,-0.0016,-0.007311814,0.0014,0.0052,0.0033,0,-0.016529302,-0.02587306
2012-11,0.0007,-0.019271427,0.0002,-0.0014,0.0028,0,0.00623055,0.029322167
2012-12,0.0024,0.00132003,0.0171,0.0042,-0.0006,1.00E-05,-0.100083459,-0.040832891
2013-01,-0.0036,0.021733312,-0.0008,0.0068,0.0021,0,-0.116353851,0.02360018
2013-02,0.0031,0.004026982,-0.0005,0.0009,-0.0016,0,0.002567396,0.009971404
2013-03,0.005,0.02134506,0.0039,-0.0027,-0.0028,0,-0.020726131,0.031800831
2013-04,-0.0078,0.015103221,0.0029,0.0038,-0.0006,0,-0.076123695,-0.020624603
2013-05,-0.0026,-0.004185875,-0.0131,0.0051,-0.0025,0,0.011236073,-0.036068614
2013-06,-0.0041,-0.010494423,-0.0033,0.0032,-0.0011,0,0.152553235,0.014521825
2013-07,0.0062,0.012949617,0.0009,0.0017,0.001,0,-0.166618165,-0.074527771
2013-08,-0.0045,-0.01264311,-0.0047,-0.0114,-0.0021,0,0.014064929,-0.062259847
2013-09,0.0026,0.007821051,-0.0049,0.0051,0.0005,0,0.011111225,0.074939585
2013-10,0.0037,0.035211351,-0.0034,-0.0009,-0.0042,0,-0.158302935,-0.002835407
2013-11,-0.002,0.013293174,-0.0002,0.0029,-0.0016,0,-0.077349466,-0.037414575
2013-12,0.0006,0.020328958,0.0044,-0.0017,0.0004,0,-0.091471403,-0.121955324
2014-01,0.0011,-0.019859594,-0.0066,-0.0005,-0.0041,0,0.139262067,0.071837824
2014-02,-0.0029,0.041413279,0.0015,-0.007,0.0082,0,-0.186329578,-0.033402958
2014-03,0.0068,0.002602125,0.0097,0.0099,-0.0015,0,0.008000043,-0.065949471
2014-04,0.0054,0.01003868,0.0035,0.0022,-0.0001,0,-0.048989387,0.0043263
2014-05,-0.0002,0.018703694,0.0006,-0.0067,0.0026,0,0.048989387,-0.003641955
2014-06,0.0012,0.002197773,0.0007,0.0026,0.0019,0,-0.053182265,0.011844518
2014-07,-0.0068,-0.00213279,-0.0203,-0.002,0.0045,0,0.273932517,-0.043525175
2014-08,0.0005,0.026103297,0.0039,0.0028,0.001,0,-0.09021138,0.027567541
2014-09,-0.0016,-0.015953082,-0.004,-0.01,0.0014,0,0.238411023,-0.002177651
2014-10,-0.0004,-0.017276966,0.0123,0.0029,0.002,0,-0.039330912,0.040255028
2014-11,0.0123,-0.002377544,-0.0035,-0.0091,-0.0102,0,0.126342289,0.080080857
2014-12,-0.0048,0.011396214,-0.0093,0.0049,-0.0038,0,0.114410351,-0.08333738
2015-01,-0.0264,-0.014174046,-0.013,-0.0077,0.0004,0,0.082119552,0.069663441
2015-02,-0.0021,0.027418785,-0.0036,-0.0021,0.0021,0,-0.21436477,-0.059651806
2015-03,-0.0023,0.003532266,-0.0075,0.0042,0.0036,0,0.090860003,0.032259993
2015-04,-0.0115,0.014266119,-0.0111,-0.0107,0.0075,0,-0.083177506,0.028061933
2015-05,0.0012,0.009289169,-0.0058,0.0003,0.0007,0,-0.031090587,0.073496781
2015-06,0.0069,-0.004325401,0.0033,0.0032,-0.0066,0,0.104834061,-0.002060918
2015-07,0.0125,0.027590753,-0.0015,0.0082,-0.0102,0,0.105597454,0.044845937
2015-08,-0.018,-0.049639972,-0.0074,0.0076,0.0141,0,0.0719735,0.017642435
2015-09,0.0036,-0.00206708,0.0188,-0.0042,-0.0049,0,0.174353387,0.023034589
2015-10,-0.0105,0.041772284,-0.0041,0.0022,-0.0054,0,-0.129729107,-0.00995958
2015-11,-0.0067,0.005586802,-0.0047,0.0014,0.0068,0,0.095827555,-0.032324311
2015-12,-0.0097,-0.00815422,-0.0092,-0.0024,0.0023,0,0.109318191,0.006503343
2016-01,-0.012,-0.043471417,0.0257,0.0046,0.0039,0,0.11382536,0.099220091
2016-02,-0.008,0.016460714,-0.0069,0.0066,0.0026,1.00E-05,0.008241805,0.039235022
2016-03,-0.011,0.019517053,-0.0011,0.0044,-0.0048,1.00E-05,-0.126714734,-0.102894815
2016-04,0.0067,0.004416386,-0.005,-0.0015,0.0042,0,-0.150534039,-0.060473195
2016-05,-0.0063,0.01564031,-0.0001,0.0051,-0.0037,1.00E-05,-0.014545711,-0.009168122
2016-06,0.007,0.011479376,0.0142,0.0035,0.0045,1.00E-05,0.062131781,0.04916795
2016-07,0.0015,0.007901593,0.0017,-0.0001,0.0003,1.00E-05,-0.099449544,-0.049309657
2016-08,0.0025,0.009445842,-0.0024,-0.0039,0.0013,1.00E-05,-0.106205824,-0.065140211
2016-09,-0.0033,0.000810571,0.0088,0.0036,0.0035,1.00E-05,-0.032226204,0.011130724
2016-10,0.0084,0.00217516,0.0002,0.0004,0.0015,1.00E-05,-0.028794902,0.022042856
