Date,Mom   ,BXM Level (Volatility),Mkt-RF,SMB,HML,RF,Last_Price (High Yield Credit Spread),PS_VWF (Liquidity)
1997-03-11,-0.17,8.589466456232486e-05,-0.24,0.39,0.27,0.021,-0.01481508578514057,
1997-03-12,-0.37,-0.0025226478232855953,-0.79,-0.07,0.76,0.021,-0.011257154524634605,
1997-03-13,-0.75,-0.011576508850970946,-1.66,0.67,0.01,0.021,-0.034552381506659624,
1997-03-14,-0.5,0.005068581369475744,0.31,-0.42,-0.11,0.021,0.0038986404156572396,
1997-03-17,0.26,0.002596729581711976,-0.11,-0.85,0.62,0.021,-0.007812539736793633,
1997-03-18,-0.11,-0.0058086773059651264,-0.77,0.31,0.16,0.021,0.0,
1997-03-19,-0.16,-0.00389128148119422,-0.65,-0.7,0.78,0.021,-0.01183445764700286,
1997-03-20,0.1,-0.0036436284171204036,-0.2,0.48,-0.19,0.021,0.003960401216096865,
1997-03-21,0.43,0.001867196247935965,0.09,-0.37,0.22,0.021,-0.007936549595736309,
1997-03-24,0.27,0.004130434331492516,0.47,-1.46,0.69,0.021,0.019724505347778698,
1997-03-25,0.19,0.0004933470796695261,-0.08,0.42,-0.33,0.021,-0.023716526617316047,
1997-03-26,0.04,0.002897125183082494,0.23,0.54,-0.83,0.021,-0.008032171697264334,
1997-03-27,-0.29,-0.011492874433047362,-1.9,1.18,0.25,0.021,-0.053843232020823195,
1997-03-31,-0.76,-0.016136757367369192,-2.26,0.66,1.06,0.021,0.2574421872620627,0.016819668
1997-04-01,0.83,0.00376983690003474,0.17,-0.89,0.34,0.02,0.009820046180975428,
1997-04-02,-0.01,-0.010483774839382676,-1.17,0.44,0.12,0.02,0.0032520353863774165,
1997-04-03,0.34,0.00011975330832747488,-0.02,-0.34,-0.36,0.02,0.003241493924170946,
1997-04-04,0.24,0.010008423826839419,1.15,0.28,-1.44,0.02,-0.019608471388376403,
1997-04-07,0.11,0.005586028800729892,0.77,0.27,-0.22,0.02,0.016366977464205457,
1997-04-08,0.45,0.005467064348835038,0.43,-0.38,0.19,0.02,-0.009788006366162838,
1997-04-09,-0.09,-0.00614518039162526,-0.58,0.89,0.34,0.02,0.0,
1997-04-10,-0.2,-0.0027466459477105687,-0.42,0.01,0.35,0.02,-0.006578971098042619,
1997-04-11,-0.58,-0.027220722019968946,-2.48,0.95,0.44,0.02,-0.020000666706669445,
1997-04-14,0.35,0.008202101035998055,0.55,-0.67,-0.31,0.02,-0.003372684478639254,
1997-04-15,0.82,0.014572588406758236,1.19,-1.04,0.24,0.02,0.03648829326313674,
1997-04-16,0.19,0.011812439863972735,0.81,-1.01,0.23,0.02,-0.0065359709797854215,
1997-04-17,0.02,-0.0022630761028974433,-0.11,0.12,0.31,0.02,0.013029500290333784,
1997-04-18,0.43,0.0044038707737854565,0.42,-0.09,-0.09,0.02,0.00966191091173707,
1997-04-21,0.7,-0.003639142362152903,-0.99,-0.1,0.44,0.02,-0.016155440222285433,
1997-04-22,1.26,0.0071483283237805395,1.4,-1.61,-0.04,0.02,0.012945164592037095,
1997-04-23,-0.32,8.757206456699862e-05,-0.03,-0.05,-0.2,0.02,-0.01620781022685347,
1997-04-24,-0.06,-0.0005839586723208612,-0.22,0.43,-0.09,0.02,-0.016474837203505066,
1997-04-25,-0.01,-0.0019002242134913416,-0.95,0.16,0.38,0.02,-0.0033277900926744763,
1997-04-28,-0.1,0.004234015640036226,0.81,-1.12,0.2,0.02,0.009950330853167877,
1997-04-29,0.23,0.006418936052414281,2.41,-1.5,-0.38,0.02,0.048318577270807905,
1997-04-30,-0.3,0.004391040103676858,0.93,-0.43,-0.44,0.02,-0.02547908530098497,0.062007304000000006
1997-05-01,-0.8,-0.0015866379592424096,-0.1,1.01,-0.26,0.023,0.012820688429061367,
1997-05-02,-0.34,0.0027101850287341023,1.93,0.53,-0.85,0.023,0.012658396871923605,
1997-05-05,-0.52,-0.00236379470110748,2.16,0.15,-1.61,0.023,-0.0031496089028963947,
1997-05-06,-0.04,0.0033997958297700137,-0.31,0.02,0.61,0.023,-0.003159560290368457,
1997-05-07,-0.54,0.001925260289230124,-1.18,1.21,-0.03,0.023,-0.028894465999715013,
1997-05-08,-0.03,-0.0009190649162071907,0.42,-0.55,-0.08,0.023,0.006493529310548363,
1997-05-09,0.2,0.0004596380431403091,0.51,-0.07,0.12,0.023,0.019231361927887658,
1997-05-12,-0.18,-0.001897370125056419,1.29,-0.74,-0.19,0.023,0.0031695747612789926,
1997-05-13,-0.1,0.001782480419047161,-0.45,0.45,-0.01,0.023,-0.01916991610772012,
1997-05-14,0.25,0.0006891403247530903,0.35,-0.24,0.44,0.023,0.016000341346441127,
1997-05-15,-0.36,-0.00020095020808597042,0.58,-0.07,-0.84,0.023,0.0031695747612789926,
1997-05-16,-0.36,-0.006625211467048864,-1.13,1.05,0.44,0.023,-0.01916991610772012,
1997-05-19,0.23,0.0037212833758468733,0.27,0.0,-0.18,0.023,0.0032206147000422014,
1997-05-20,-0.01,0.006886684319302283,0.91,-0.59,-0.18,0.023,0.009600073729019165,
1997-05-21,-0.56,0.00011437721618268171,-0.13,0.84,-0.71,0.023,-0.012820688429061367,
1997-05-22,-0.11,-0.0015738346144162918,-0.27,0.56,0.44,0.023,-0.009724549891994894,
1997-05-23,-0.18,0.006991738311881157,1.26,-0.09,-0.49,0.023,0.0032520353863774165,
1997-05-27,-0.77,0.0023575872646128815,0.3,0.29,-0.89,0.023,-0.016366977464205457,
1997-05-28,-0.45,-0.00195953204341226,-0.11,0.51,-0.01,0.023,0.0,
1997-05-29,-0.17,0.0006251953939182542,-0.28,0.5,0.14,0.023,0.016366977464205457,
1997-05-30,0.07,0.0007099751806931565,0.55,-0.3,0.51,0.023,-0.09531017980432499,0.012118997
1997-06-02,-0.09,0.0013050387689697018,-0.05,0.92,-0.24,0.018000000000000002,0.0035650661644963666,
1997-06-03,0.26,0.0009351754135318302,-0.16,-0.1,0.91,0.018000000000000002,0.01061956882746018,
1997-06-04,-0.15,-0.0029217806758161657,-0.44,0.47,0.38,0.018000000000000002,0.0,
1997-06-05,-0.16,0.002156702217958717,0.42,0.02,0.03,0.018000000000000002,0.0035149421074445186,
1997-06-06,0.54,0.00556884027400617,1.41,-0.79,-0.39,0.018000000000000002,0.04124295853404902,
1997-06-09,-0.2,0.0038264635062921215,0.48,-0.25,0.06,0.018000000000000002,-0.016978336534417826,
1997-06-10,0.13,0.001655466925026161,0.14,-0.54,0.6,0.018000000000000002,-0.010327114155849637,
1997-06-11,0.19,0.0008407129740781727,0.41,-0.34,0.25,0.018000000000000002,-0.003466207976486224,
1997-06-12,0.32,0.0003920909701262687,1.29,-0.99,0.1,0.018000000000000002,0.030771658666753687,
1997-06-13,0.5,0.0015668283331873312,0.98,-0.37,-0.4,0.018000000000000002,0.020000666706669445,
1997-06-16,0.19,2.795677882172498e-05,0.04,-0.1,-0.08,0.018000000000000002,0.009852296443011666,
1997-06-17,0.27,0.0013689256073421419,0.12,0.22,-0.19,0.018000000000000002,-0.009852296443011666,
1997-06-18,-0.06,-0.0012850599600593426,-0.38,0.21,0.63,0.018000000000000002,0.01311494207782804,
1997-06-19,-0.08,0.001312977714357011,0.95,0.0,-0.41,0.018000000000000002,0.0,
1997-06-20,0.24,0.00025122472183358724,-0.04,-0.32,-0.06,0.018000000000000002,0.006493529310548363,
1997-06-23,0.08,-0.011085810176154176,-1.84,1.37,0.3,0.018000000000000002,-0.01631357549152379,
1997-06-24,0.63,0.01047159384102514,1.62,-0.91,-0.21,0.018000000000000002,0.0032840752011900065,
1997-06-25,-0.08,-0.0037212728831592656,-0.71,0.51,0.35,0.018000000000000002,-0.009884759232541951,
1997-06-26,-0.05,-0.002778988160195617,-0.5,0.37,0.11,0.018000000000000002,-0.016694878572170113,
1997-06-27,0.07,0.0033674789785083092,0.42,0.22,0.04,0.018000000000000002,0.013378125946176045,
1997-06-30,-0.24,-0.0003082139028869335,-0.1,1.61,-0.68,0.018000000000000002,-0.1013081984528783,0.008803104
1997-07-01,0.13,0.00399939004092964,0.55,-0.94,0.5,0.019,0.02181904739463958,
1997-07-02,0.45,0.00925173643150945,1.17,-1.19,-0.16,0.019,0.01073355564310896,
1997-07-03,0.57,0.004552673932370688,1.2,-0.76,-0.25,0.019,0.03496859783774675,
1997-07-07,0.12,0.002337252730995054,-0.35,0.38,0.05,0.019,0.017036187152567717,
1997-07-08,0.35,0.0012625917742390413,0.69,-0.38,-0.23,0.019,-0.0033840979842405527,
1997-07-09,-0.24,-0.002554279805096371,-0.95,0.86,0.14,0.019,0.006756782462879807,
1997-07-10,0.2,0.003924856484108119,0.57,-0.16,0.22,0.019,0.0,
1997-07-11,0.14,0.0022710181455050105,0.44,0.45,-0.41,0.019,0.010050335853501569,
1997-07-14,0.29,0.00035523493699241016,0.24,0.27,-0.41,0.019,-0.010050335853501569,
1997-07-15,0.45,0.0018288277401454778,0.75,0.16,-0.66,0.019,0.0,
1997-07-16,0.55,0.0007087945337902468,1.14,-0.2,-0.57,0.019,0.020000666706669445,
1997-07-17,0.09,0.0011711357268469058,-0.55,0.13,0.34,0.019,-0.0033057881344993323,
1997-07-18,-0.45,-0.011745997299296818,-1.41,0.93,0.53,0.019,-0.013333530869465315,
1997-07-21,0.09,-0.0012401307860274713,-0.41,-0.12,0.1,0.019,-0.006734032181344052,
1997-07-22,0.34,0.010888006087832913,1.98,-1.35,-0.49,0.019,0.04621284315513163,
1997-07-23,0.51,0.0017714313706065354,0.28,-0.1,0.43,0.019,-0.009724549891994894,
1997-07-24,-0.18,0.003180690199369174,0.31,-0.16,0.0,0.019,-0.0032626456348163746,
1997-07-25,-0.08,0.0009495259866154626,-0.11,0.25,0.08,0.019,-0.0065574005461590534,
1997-07-28,-0.48,-0.0020358036916734434,-0.23,0.06,0.67,0.019,0.01631357549152379,
1997-07-29,0.13,0.004202769163934583,0.53,-0.51,0.5,0.019,0.00966191091173707,
1997-07-30,0.29,0.0024322364232167715,1.09,-0.38,0.1,0.019,0.019048194970694432,
1997-07-31,0.36,0.0015104113347250703,0.18,0.08,0.26,0.019,-0.1823215567939548,0.029706412999999997
1997-08-01,-0.3,-0.001105613121104021,-0.57,0.53,0.27,0.02,-0.06630107982124,
1997-08-04,-0.02,0.002398438123409008,0.3,0.09,-0.13,0.02,-0.016260520871780315,
1997-08-05,-0.09,8.074609395247734e-05,0.34,0.63,-0.54,0.02,-0.004106781952653349,
1997-08-06,-0.19,0.0026341268859644273,0.74,-0.21,0.05,0.02,0.008196767204178612,
1997-08-07,-0.29,-0.0013161961151766377,-0.77,0.78,0.36,0.02,-0.012320484388040676,
1997-08-08,-0.5,-0.0022064966033141786,-1.81,0.68,0.11,0.02,-0.05521572260244678,
1997-08-11,-0.54,0.001588092335437885,0.16,-0.6,0.47,0.02,0.004357305368955622,
1997-08-12,-0.23,-0.000861025211273514,-0.93,0.63,0.59,0.02,-0.017544309650909473,
1997-08-13,0.17,-0.0012120723878954465,-0.26,0.3,0.05,0.02,0.02620237239402412,
1997-08-14,0.28,0.005268546136594665,0.26,-0.05,-0.2,0.02,0.03390155167568132,
1997-08-15,-0.63,-0.011622237093204646,-2.06,1.32,0.53,0.02,0.008298802814695194,
1997-08-18,0.19,0.005841485631956189,0.81,-0.86,-0.33,0.02,0.012320484388040676,
1997-08-19,0.64,0.009954335560033556,1.38,-0.23,-0.42,0.02,0.0,
1997-08-20,0.49,0.006917496854875971,1.36,-0.14,-0.53,0.02,-0.012320484388040676,
1997-08-21,-0.33,-0.006276950233210066,-1.23,0.88,0.34,0.02,-0.0378992725909858,
1997-08-22,-0.43,-0.0017892197635012153,-0.28,-0.14,0.16,0.02,-0.01295914464250536,
1997-08-25,-0.23,-0.0001603849241611499,-0.12,0.69,0.26,0.02,-0.013129291441792534,
1997-08-26,-0.49,-0.002087348220954688,-0.6,0.72,0.31,0.02,0.008771986072836913,
1997-08-27,0.01,0.0007498058889696679,0.18,0.63,-0.18,0.02,0.0,
1997-08-28,-0.21,-0.003915893857052488,-0.81,0.99,0.38,0.02,0.03433813758089155,
1997-08-29,0.15,-0.003580614683120764,-0.21,0.58,-0.17,0.02,0.07711730334443134,-0.011940025
1997-09-02,0.8,0.016874990943309243,2.44,-1.29,-0.58,0.021,0.023167059281534397,
1997-09-03,-0.02,0.001695768933963393,0.18,-0.16,0.47,0.021,-0.019268418865877157,
1997-09-04,0.12,0.0014021351785897807,0.28,0.04,-0.02,0.021,0.0,
1997-09-05,-0.12,0.0020599505501666115,0.02,0.73,0.05,0.021,-0.007812539736793633,
1997-09-08,0.03,0.0013182527153574597,0.32,0.27,0.17,0.021,0.007812539736793633,
1997-09-09,-0.03,0.0025261841759078862,0.27,0.18,0.22,0.021,0.0,
1997-09-10,-0.57,-0.005138012752425425,-1.23,1.17,0.65,0.021,-0.011741817876683158,
1997-09-11,-0.23,-0.0022479348309039082,-0.63,0.68,-0.11,0.021,-0.01188132788675278,
1997-09-12,0.4,0.007280817221583469,1.19,-0.31,-0.27,0.021,0.042891564629313095,
1997-09-15,-0.09,5.2566562422029506e-05,-0.31,0.34,0.39,0.021,0.0,
1997-09-16,1.05,0.00790600730489377,2.25,-1.48,-0.33,0.021,0.06644509940815257,
1997-09-17,0.56,0.001016432410057,-0.08,0.24,0.32,0.021,0.0,
1997-09-18,-0.26,-0.0011468190064993777,0.35,-0.29,0.03,0.021,-0.0035778213478838694,
1997-09-19,0.31,0.0043717054194809535,0.3,0.07,-0.61,0.021,0.007142887512380236,
1997-09-22,0.13,0.003835493338060658,0.49,0.06,-0.55,0.021,0.01061956882746018,
1997-09-23,0.02,-0.001138745949810449,-0.28,0.67,-0.24,0.021,-0.01061956882746018,
1997-09-24,-0.44,-0.0017364940152155839,-0.62,0.62,0.34,0.021,0.017637141486106733,
1997-09-25,-0.36,-0.003560156041290341,-0.61,0.6,0.09,0.021,-0.03197430463251405,
1997-09-26,0.17,0.005762657417499817,0.64,-0.39,-0.1,0.021,0.017889564750775078,
1997-09-29,0.45,0.004313190306962866,0.72,-0.27,-0.28,0.021,-0.0071174677688641275,
1997-09-30,-0.33,-0.002606352197334516,-0.43,0.88,0.32,0.021,-0.09352605801082337,-0.022247263
1997-10-01,0.09,0.004511654146048372,0.62,-0.53,0.2,0.018000000000000002,0.02708095860267079,
1997-10-02,0.27,0.0027742118999807275,0.55,-0.05,0.12,0.018000000000000002,0.011385322225125227,
1997-10-03,0.46,0.0018196035210555905,0.48,0.04,-0.23,0.018000000000000002,0.0037664827954769775,
1997-10-06,0.13,0.003629304193294658,0.68,-0.22,-0.12,0.018000000000000002,0.01121507082013995,
1997-10-07,0.49,0.0026243056196602055,0.89,-0.26,-0.71,0.018000000000000002,0.01476041558312069,
1997-10-08,-0.1,-0.0005599531821847137,-0.61,0.76,-0.27,0.018000000000000002,-0.06429435070539724,
1997-10-09,0.11,-7.638155134603863e-05,-0.19,0.4,0.33,0.018000000000000002,0.007782140442054941,
1997-10-10,-0.21,0.00030549120677481056,-0.28,0.55,0.19,0.018000000000000002,-0.02750664578983364,
1997-10-13,-0.25,0.001576886231427821,0.1,0.0,0.34,0.018000000000000002,-0.003992021269537349,
1997-10-14,-0.37,0.0012698736912453157,0.03,-0.32,0.16,0.018000000000000002,0.035367143837291226,
1997-10-15,-0.28,0.0011415091989501747,-0.33,0.06,0.09,0.018000000000000002,-0.015564516541111573,
1997-10-16,-0.18,-0.00022819762012815659,-1.05,-0.19,0.57,0.018000000000000002,0.003913899321136394,
1997-10-17,-0.71,-0.0035310143252775816,-1.31,-0.55,0.39,0.018000000000000002,-0.0277245480148548,
1997-10-20,0.12,0.006417676919265425,1.1,-0.16,-0.45,0.018000000000000002,0.008000042667076102,
1997-10-21,0.73,0.006225995283170249,1.65,-0.68,-0.31,0.018000000000000002,0.003976148379639444,
1997-10-22,0.17,-0.0007792763180143325,-0.29,0.32,0.1,0.018000000000000002,0.0,
1997-10-23,0.08,-0.007294236099337326,-1.85,-0.11,0.45,0.018000000000000002,0.04652001563489294,
1997-10-24,-0.5,-0.004773763572817558,-0.81,0.43,0.65,0.018000000000000002,0.011299555253933335,
1997-10-27,-1.22,-0.05846186096745942,-6.58,0.26,1.85,0.018000000000000002,0.06524052186840101,
1997-10-28,1.6,0.045602089004565194,4.1,-1.81,-2.21,0.018000000000000002,-0.06899287148695143,
1997-10-29,-0.04,-0.002865960314919924,0.07,0.9,0.81,0.018000000000000002,0.04052119740563942,
1997-10-30,-0.28,-0.014611727752945392,-1.61,0.29,0.31,0.018000000000000002,0.024956731973867496,
1997-10-31,0.41,0.011322549282857253,1.17,0.12,-0.52,0.018000000000000002,0.051469335229480384,-0.002549063
1997-11-03,0.74,0.01993080151563653,2.31,-0.88,-0.26,0.021,-0.027120306219193813,
1997-11-04,0.73,0.0011182840589993859,0.23,-0.03,-0.1,0.021,-0.013841051411871419,
1997-11-05,0.23,0.0023595388282871,0.34,0.28,-0.33,0.021,0.013841051411871419,
1997-11-06,-0.31,-0.0020547691809849056,-0.51,0.06,0.39,0.021,0.010256500167189042,
1997-11-07,-0.25,-0.00815914776244675,-1.28,-0.36,0.11,0.021,-0.0068259650703998975,
1997-11-10,-0.41,-0.002435118153008453,-0.53,0.5,0.67,0.021,0.0,
1997-11-11,-0.26,0.003714381471898953,0.05,-0.4,0.04,0.021,0.0,
1997-11-12,-0.61,-0.015044850727456982,-1.96,-0.24,0.81,0.021,0.016978336534417826,
1997-11-13,0.41,0.010996780840433651,0.84,-0.87,-0.58,0.021,0.0,
1997-11-14,0.42,0.012095378263386358,1.21,-0.18,-0.91,0.021,-0.010152371464017929,
1997-11-17,0.47,0.015028791720992807,1.84,-0.48,-0.33,0.021,0.01686380605200477,
1997-11-18,-0.12,-0.003855209300985152,-0.8,-0.01,0.6,0.021,-0.0033500868852820442,
1997-11-19,-0.16,0.007322195376474383,0.45,-0.53,-0.25,0.021,0.006688988150796771,
1997-11-20,0.44,0.0069723004367681085,1.37,-0.62,-0.28,0.021,-0.010050335853501569,
1997-11-21,-0.05,0.00042025636256326493,0.25,-0.46,0.11,0.021,0.013378125946176045,
1997-11-24,-0.29,-0.009311632244684453,-1.68,-0.03,0.84,0.021,-0.010016778243471247,
1997-11-25,0.0,0.0038096232721294143,0.35,-0.69,0.19,0.021,-0.0033613477027047978,
1997-11-26,0.23,0.0013659338280032074,0.18,0.06,0.17,0.021,0.0,
1997-11-28,-0.04,0.00537110061955115,0.36,-0.09,-0.07,0.021,-0.02040887163120697,0.050540974
1997-12-01,0.5,0.010534296730972947,1.79,-1.16,-0.01,0.022000000000000002,0.006849341845574841,
1997-12-02,0.57,-0.001735793216394832,-0.33,-0.28,0.78,0.022000000000000002,0.0,
1997-12-03,0.55,0.004175473364735005,0.53,-0.18,-0.48,0.022000000000000002,0.010186845306992875,
1997-12-04,0.23,0.0,-0.2,0.32,0.11,0.022000000000000002,-0.010186845306992875,
1997-12-05,0.23,0.005443380552121901,0.97,-0.4,-0.21,0.022000000000000002,-0.02069039325744626,
1997-12-08,0.35,0.0009204981028823056,0.04,0.77,-0.12,0.022000000000000002,-0.01757514482150757,
1997-12-09,0.26,-0.0011871162950933822,-0.74,-0.24,0.71,0.022000000000000002,0.014084739881738972,
1997-12-10,0.28,-0.0016983287678682402,-0.79,-0.62,0.83,0.022000000000000002,0.013889112160667016,
1997-12-11,-0.2,-0.007580502584290549,-1.58,-0.35,0.81,0.022000000000000002,0.030562650410166814,
1997-12-12,0.1,-0.0009791682748501174,-0.3,-0.3,0.62,0.022000000000000002,0.019868203216725222,
1997-12-15,0.25,0.008049609276364222,0.67,-1.49,0.62,0.022000000000000002,-0.016529301951210496,
1997-12-16,0.47,0.004194199735935378,0.6,0.34,-0.55,0.022000000000000002,0.0033277900926744763,
1997-12-17,-0.28,7.257684076211746e-05,-0.15,0.2,0.45,0.022000000000000002,-0.013378125946176045,
1997-12-18,0.0,-0.0036595898967188845,-1.09,-0.19,0.27,0.022000000000000002,0.020000666706669445,
1997-12-19,-0.11,-0.01837791549134593,-0.68,0.55,-0.43,0.022000000000000002,0.003294895896852612,
1997-12-22,0.33,0.0023219633484066193,0.57,-0.28,0.12,0.022000000000000002,0.009820046180975428,
1997-12-23,-0.19,-0.0025940351770472603,-1.22,1.06,0.76,0.022000000000000002,0.0032520353863774165,
1997-12-24,-0.32,-0.0037174764001317584,-0.58,0.43,0.22,0.022000000000000002,-0.013072081567352845,
1997-12-26,0.34,0.0030245957211043617,0.33,-0.3,-0.02,0.022000000000000002,0.0,
1997-12-29,0.96,0.00950980312963079,1.6,-0.76,-0.5,0.022000000000000002,-0.006600684031351944,
1997-12-30,0.3,0.00740210295654542,1.76,-0.22,-0.48,0.022000000000000002,-0.009983443984183271,
1997-12-31,-0.22,0.0013377603026345497,0.21,0.86,-0.23,0.022000000000000002,0.048949412517566904,0.013617951000000001
1998-01-02,-1.27,0.003251798633238323,0.22,-0.05,-0.46,0.021,0.02825933731440311,
1998-01-05,-0.13,-0.0007513421504947715,0.22,0.08,-0.3,0.021,0.04243060712970537,
1998-01-06,0.12,-0.0019658530485493486,-1.04,0.24,0.23,0.021,0.011799546931154925,
1998-01-07,-0.42,0.000704268136692221,-0.38,-0.39,-0.1,0.021,-0.01775194545845027,
1998-01-08,-0.09,-0.0004370735567231776,-0.82,0.34,-0.25,0.021,0.01775194545845027,
1998-01-09,0.04,-0.012857354895685624,-2.98,0.16,0.7,0.021,0.017442302663342568,
1998-01-12,0.22,0.009402615795536029,0.75,-1.63,0.1,0.021,0.014306395651237702,
1998-01-13,-0.09,0.007744354887165628,1.5,0.11,-0.65,0.021,-0.022989518224698635,
1998-01-14,0.59,0.0022465134153728528,0.61,0.0,0.24,0.021,-0.0029112102074584367,
1998-01-15,0.1,0.0016876013552229452,-0.61,0.59,0.25,0.021,-0.002919710103334694,
1998-01-16,0.13,0.0013239774209941046,1.08,0.0,-0.26,0.021,-0.020680205237538773,
1998-01-20,0.24,0.00929058714287656,1.63,-0.37,-0.91,0.021,-0.015037877364540542,
1998-01-21,-0.25,-0.0028163654111690306,-0.66,0.27,0.18,0.021,0.012048338516174484,
1998-01-22,0.08,-0.0034956698911337014,-0.8,0.03,0.53,0.021,-0.009022617599637517,
1998-01-23,-0.43,-0.002473495251476443,-0.56,0.34,-0.3,0.021,-0.036927272592218285,
1998-01-26,0.03,0.0005288334538287032,-0.25,-0.7,0.59,0.021,0.021706278581862914,
1998-01-27,0.44,0.007326741742319065,0.97,-0.6,-0.27,0.021,-0.021706278581862914,
1998-01-28,-0.6,0.004641152670555648,1.01,0.28,-0.51,0.021,0.0,
1998-01-29,-0.09,0.002584930590943557,0.78,-0.18,-0.38,0.021,0.036927272592218285,
1998-01-30,-0.07,-0.0012560582756009353,-0.4,0.3,0.16,0.021,-0.08180659876965124,0.020320096
1998-02-02,-0.26,0.007959888499633472,1.93,-1.2,-0.67,0.021,-0.023218290102007266,
1998-02-03,-0.36,0.0013165939739803179,0.53,0.19,0.03,0.021,0.0033500868852820442,
1998-02-04,-0.26,0.0017136757835327643,0.22,0.7,-0.36,0.021,0.0033389012655147265,
